city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Apache Junction,Apache Junction,33.3985,-111.535,United States,US,USA,Arizona,,39746.0,1840019365
Rexburg,Rexburg,43.8226,-111.7919,United States,US,USA,Idaho,,39589.0,1840020037
Lincoln Park,Lincoln Park,42.2432,-83.1811,United States,US,USA,Michigan,,39511.0,1840003984
Lake Stevens,Lake Stevens,48.0024,-122.0953,United States,US,USA,Washington,,39500.0,1840019794
Severna Park,Severna Park,39.087,-76.5687,United States,US,USA,Maryland,,39499.0,1840005926
Issaquah,Issaquah,47.5439,-122.0471,United States,US,USA,Washington,,39472.0,1840018422
Rosenberg,Rosenberg,29.5456,-95.8223,United States,US,USA,Texas,,39467.0,1840020948
Chelsea,Chelsea,42.3959,-71.0325,United States,US,USA,Massachusetts,,39460.0,1840000456
Lakewood Ranch,Lakewood Ranch,27.4185,-82.3948,United States,US,USA,Florida,,39434.0,1840137436
Carol Stream,Carol Stream,41.9181,-88.1307,United States,US,USA,Illinois,,39427.0,1840010169
Aventura,Aventura,25.9566,-80.1371,United States,US,USA,Florida,,39372.0,1840014243
West Fargo,West Fargo,46.8573,-96.9057,United States,US,USA,North Dakota,,39325.0,1840001935
Ossining,Ossining,41.1559,-73.8564,United States,US,USA,New York,,39317.0,1840004937
Bettendorf,Bettendorf,41.5657,-90.4765,United States,US,USA,Iowa,,39297.0,1840007079
Park Ridge,Park Ridge,42.0125,-87.8436,United States,US,USA,Illinois,,39241.0,1840009183
Greer,Greer,34.933,-82.2313,United States,US,USA,South Carolina,,39191.0,1840013502
Quincy,Quincy,39.9336,-91.3799,United States,US,USA,Illinois,,39188.0,1840009466
Grants Pass,Grants Pass,42.4333,-123.3317,United States,US,USA,Oregon,,39183.0,1840020087
Parkland,Parkland,47.1417,-122.4376,United States,US,USA,Washington,,39174.0,1840018453
Royal Palm Beach,Royal Palm Beach,26.7038,-80.2241,United States,US,USA,Florida,,39089.0,1840018309
Warren,Warren,41.239,-80.8174,United States,US,USA,Ohio,,39057.0,1840000652
Streamwood,Streamwood,42.0209,-88.1779,United States,US,USA,Illinois,,39055.0,1840011328
Roy,Roy,41.1714,-112.0485,United States,US,USA,Utah,,39021.0,1840020132
Keizer,Keizer,45.0028,-123.0243,United States,US,USA,Oregon,,39013.0,1840018581
Owasso,Owasso,36.2878,-95.8311,United States,US,USA,Oklahoma,,39013.0,1840020385
Navarre,Navarre,30.4174,-86.8907,United States,US,USA,Florida,,38988.0,1840027017
Peachtree City,Peachtree City,33.3942,-84.571,United States,US,USA,Georgia,,38977.0,1840014822
Menomonee Falls,Menomonee Falls,43.1487,-88.1227,United States,US,USA,Wisconsin,,38963.0,1840003020
La Vergne,La Vergne,36.02,-86.5586,United States,US,USA,Tennessee,,38944.0,1840014496
Haverstraw,Haverstraw,41.2055,-74.0384,United States,US,USA,New York,,38922.0,1840004975
Penfield,Penfield,43.1602,-77.4483,United States,US,USA,New York,,38870.0,1840058391
Prattville,Prattville,32.4597,-86.4573,United States,US,USA,Alabama,,38850.0,1840004086
Valrico,Valrico,27.9193,-82.2293,United States,US,USA,Florida,,38820.0,1840028790
San Gabriel,San Gabriel,34.0949,-118.099,United States,US,USA,California,,38764.0,1840021862
Braintree,Braintree,42.2039,-71.0022,United States,US,USA,Massachusetts,,38762.0,1840132398
Clinton,Clinton,38.7499,-76.9063,United States,US,USA,Maryland,,38756.0,1840005949
Vestavia Hills,Vestavia Hills,33.4518,-86.7437,United States,US,USA,Alabama,,38704.0,1840015673
Bell Gardens,Bell Gardens,33.9663,-118.155,United States,US,USA,California,,38661.0,1840019229
Security-Widefield,Security-Widefield,38.7489,-104.7142,United States,US,USA,Colorado,,38659.0,1840074635
Stanton,Stanton,33.8003,-117.9935,United States,US,USA,California,,38639.0,1840021966
Westerville,Westerville,40.1241,-82.921,United States,US,USA,Ohio,,38543.0,1840003763
Wheeling,Wheeling,42.1308,-87.924,United States,US,USA,Illinois,,38495.0,1840011334
Atlantic City,Atlantic City,39.3797,-74.4527,United States,US,USA,New Jersey,,38486.0,1840003798
Phenix City,Phenix City,32.4585,-85.0253,United States,US,USA,Alabama,,38477.0,1840006012
Calexico,Calexico,32.6849,-115.4944,United States,US,USA,California,,38476.0,1840019379
Winter Springs,Winter Springs,28.6889,-81.2703,United States,US,USA,Florida,,38448.0,1840015959
Urbana,Urbana,40.1107,-88.1973,United States,US,USA,Illinois,,38447.0,1840010451
Shrewsbury,Shrewsbury,42.2842,-71.7154,United States,US,USA,Massachusetts,,38440.0,1840053699
Mechanicsville,Mechanicsville,37.6263,-77.3561,United States,US,USA,Virginia,,38437.0,1840006340
La Quinta,La Quinta,33.6536,-116.2785,United States,US,USA,California,,38299.0,1840020559
East Point,East Point,33.6696,-84.4701,United States,US,USA,Georgia,,38233.0,1840013661
Georgetown,Georgetown,38.2247,-84.5487,United States,US,USA,Kentucky,,38206.0,1840013197
Clovis,Clovis,34.4376,-103.1923,United States,US,USA,New Mexico,,38153.0,1840019195
Riviera Beach,Riviera Beach,26.7813,-80.0741,United States,US,USA,Florida,,38032.0,1840015126
Cheltenham,Cheltenham,40.0781,-75.1382,United States,US,USA,Pennsylvania,,38029.0,1840143117
Hot Springs,Hot Springs,34.4892,-93.0501,United States,US,USA,Arkansas,,38023.0,1840014670
Sun City,Sun City,33.6165,-112.2819,United States,US,USA,Arizona,,38018.0,1840019311
Adelanto,Adelanto,34.5814,-117.4397,United States,US,USA,California,,38010.0,1840019117
Clifton Park,Clifton Park,42.8587,-73.8242,United States,US,USA,New York,,37996.0,1840057994
Northglenn,Northglenn,39.9108,-104.9783,United States,US,USA,Colorado,,37953.0,1840020192
Portage,Portage,41.5856,-87.1797,United States,US,USA,Indiana,,37951.0,1840009264
Holyoke,Holyoke,42.2125,-72.6411,United States,US,USA,Massachusetts,,37949.0,1840000465
Lewiston,Lewiston,44.0915,-70.1681,United States,US,USA,Maine,,37886.0,1840000320
Tupelo,Tupelo,34.2692,-88.7318,United States,US,USA,Mississippi,,37825.0,1840015561
Montclair,Montclair,34.0715,-117.6981,United States,US,USA,California,,37809.0,1840020408
Hilton Head Island,Hilton Head Island,32.1896,-80.7499,United States,US,USA,South Carolina,,37805.0,1840016974
Galloway,Galloway,39.4914,-74.4803,United States,US,USA,New Jersey,,37780.0,1840081583
Winchester,Winchester,36.1365,-115.137,United States,US,USA,Nevada,,37774.0,1840033770
Belleville,Belleville,40.795,-74.1617,United States,US,USA,New Jersey,,37756.0,1840131591
Rome,Rome,34.2662,-85.1863,United States,US,USA,Georgia,,37754.0,1840014681
Central Islip,Central Islip,40.7836,-73.1945,United States,US,USA,New York,,37751.0,1840005028
Fuquay-Varina,Fuquay-Varina,35.5953,-78.7778,United States,US,USA,North Carolina,,37749.0,1840016197
Evans,Evans,33.5619,-82.1351,United States,US,USA,Georgia,,37718.0,1840013095
New Albany,New Albany,38.309,-85.8234,United States,US,USA,Indiana,,37589.0,1840008662
Bartlesville,Bartlesville,36.7365,-95.9456,United States,US,USA,Oklahoma,,37559.0,1840018977
Monrovia,Monrovia,34.165,-117.9921,United States,US,USA,California,,37553.0,1840020498
Pleasant Grove,Pleasant Grove,40.3716,-111.7412,United States,US,USA,Utah,,37544.0,1840020173
Carpentersville,Carpentersville,42.1227,-88.2896,United States,US,USA,Illinois,,37544.0,1840010149
Pacifica,Pacifica,37.6113,-122.4782,United States,US,USA,California,,37527.0,1840020307
South Miami Heights,South Miami Heights,25.5886,-80.3862,United States,US,USA,Florida,,37525.0,1840014240
Oregon City,Oregon City,45.3418,-122.5924,United States,US,USA,Oregon,,37482.0,1840019954
La Puente,La Puente,34.0323,-117.9533,United States,US,USA,California,,37404.0,1840020513
Greenfield,Greenfield,42.9619,-88.0052,United States,US,USA,Wisconsin,,37361.0,1840003039
Foothill Farms,Foothill Farms,38.6867,-121.3475,United States,US,USA,California,,37332.0,1840017582
Mission Bend,Mission Bend,29.6948,-95.6658,United States,US,USA,Texas,,37280.0,1840019643
Tooele,Tooele,40.5393,-112.3082,United States,US,USA,Utah,,37265.0,1840021356
Estero,Estero,26.4276,-81.7951,United States,US,USA,Florida,,37258.0,1840013129
Midlothian,Midlothian,32.4669,-96.989,United States,US,USA,Texas,,37256.0,1840020757
Cedar City,Cedar City,37.6834,-113.0956,United States,US,USA,Utah,,37202.0,1840018895
Leavenworth,Leavenworth,39.3239,-94.924,United States,US,USA,Kansas,,37176.0,1840001591
Copperas Cove,Copperas Cove,31.1192,-97.914,United States,US,USA,Texas,,37149.0,1840019538
Pennsauken,Pennsauken,39.9649,-75.0563,United States,US,USA,New Jersey,,37089.0,1840081687
Kearns,Kearns,40.6519,-112.0095,United States,US,USA,Utah,,37058.0,1840017500
Tucker,Tucker,33.8436,-84.2024,United States,US,USA,Georgia,,37022.0,1840013701
Wildomar,Wildomar,33.6173,-117.2582,United States,US,USA,California,,36953.0,1840022902
Martinez,Martinez,37.9985,-122.1161,United States,US,USA,California,,36926.0,1840020278
Guilderland,Guilderland,42.708,-73.9631,United States,US,USA,New York,,36922.0,1840058149
Hanover Park,Hanover Park,41.9818,-88.1446,United States,US,USA,Illinois,,36850.0,1840011251
Muskogee,Muskogee,35.7432,-95.3567,United States,US,USA,Oklahoma,,36819.0,1840020401
Oakton,Oakton,38.8887,-77.3016,United States,US,USA,Virginia,,36776.0,1840006023
Rock Island,Rock Island,41.4699,-90.5827,United States,US,USA,Illinois,,36758.0,1840009233
Richfield,Richfield,44.8763,-93.2829,United States,US,USA,Minnesota,,36725.0,1840008930
La Presa,La Presa,32.711,-117.0027,United States,US,USA,California,,36669.0,1840018023
Brighton,Brighton,43.1175,-77.5835,United States,US,USA,New York,,36633.0,1840057402
Natick,Natick,42.2847,-71.3497,United States,US,USA,Massachusetts,,36627.0,1840053640
South Valley,South Valley,35.0093,-106.6819,United States,US,USA,New Mexico,,36605.0,1840033724
Kiryas Joel,Kiryas Joel,41.3411,-74.1667,United States,US,USA,New York,,36572.0,1840004872
Hilliard,Hilliard,40.0353,-83.1578,United States,US,USA,Ohio,,36560.0,1840007265
Beloit,Beloit,42.523,-89.0184,United States,US,USA,Wisconsin,,36554.0,1840002471
Claremont,Claremont,34.1259,-117.7153,United States,US,USA,California,,36553.0,1840019216
Oak Creek,Oak Creek,42.8803,-87.9009,United States,US,USA,Wisconsin,,36473.0,1840003047
Andover,Andover,42.6466,-71.1651,United States,US,USA,Massachusetts,,36465.0,1840053666
Sun Prairie,Sun Prairie,43.1825,-89.2362,United States,US,USA,Wisconsin,,36455.0,1840002902
Elmont,Elmont,40.7033,-73.7078,United States,US,USA,New York,,36436.0,1840005226
Cumberland,Cumberland,41.9703,-71.4198,United States,US,USA,Rhode Island,,36390.0,1840066127
Commack,Commack,40.8435,-73.2833,United States,US,USA,New York,,36353.0,1840005030
Merrillville,Merrillville,41.4728,-87.3196,United States,US,USA,Indiana,,36343.0,1840009261
Upper Arlington,Upper Arlington,40.0272,-83.0704,United States,US,USA,Ohio,,36319.0,1840003762
Woodstock,Woodstock,34.1026,-84.5091,United States,US,USA,Georgia,,36297.0,1840015574
Douglasville,Douglasville,33.7384,-84.7054,United States,US,USA,Georgia,,36284.0,1840014804
Farmers Branch,Farmers Branch,32.9272,-96.8804,United States,US,USA,Texas,,36254.0,1840020706
Socorro,Socorro,31.6383,-106.2601,United States,US,USA,Texas,,36237.0,1840022136
Chelmsford,Chelmsford,42.6,-71.3631,United States,US,USA,Massachusetts,,36220.0,1840070185
La Porte,La Porte,29.6689,-95.0484,United States,US,USA,Texas,,36077.0,1840020932
Dunedin,Dunedin,28.0329,-82.7862,United States,US,USA,Florida,,36060.0,1840014144
North Ridgeville,North Ridgeville,41.3852,-82.0195,United States,US,USA,Ohio,,36043.0,1840000645
Olney,Olney,39.1465,-77.0715,United States,US,USA,Maryland,,36000.0,1840005836
San Luis,San Luis,32.4911,-114.7089,United States,US,USA,Arizona,,35998.0,1840021996
Richmond West,Richmond West,25.6105,-80.4297,United States,US,USA,Florida,,35988.0,1840073270
Randallstown,Randallstown,39.3723,-76.8024,United States,US,USA,Maryland,,35975.0,1840005688
Yorktown,Yorktown,41.2727,-73.8092,United States,US,USA,New York,,35969.0,1840088070
Moorpark,Moorpark,34.2861,-118.8768,United States,US,USA,California,,35957.0,1840020472
Benton,Benton,34.5776,-92.5713,United States,US,USA,Arkansas,,35954.0,1840013572
Kaneohe,Kaneohe,21.4062,-157.7904,United States,US,USA,Hawaii,,35945.0,1840029498
Lauderdale Lakes,Lauderdale Lakes,26.1682,-80.2017,United States,US,USA,Florida,,35924.0,1840015145
Windsor,Windsor,40.469,-104.9198,United States,US,USA,Colorado,,35918.0,1840022401
Roseville,Roseville,45.0155,-93.1545,United States,US,USA,Minnesota,,35905.0,1840008939
Riverhead,Riverhead,40.9408,-72.7095,United States,US,USA,New York,,35826.0,1840058445
El Mirage,El Mirage,33.5905,-112.3271,United States,US,USA,Arizona,,35823.0,1840020562
East Meadow,East Meadow,40.7197,-73.5604,United States,US,USA,New York,,35806.0,1840005236
Parkland,Parkland,26.3219,-80.2533,United States,US,USA,Florida,,35799.0,1840015140
Plainfield,Plainfield,39.6954,-86.3716,United States,US,USA,Indiana,,35783.0,1840010579
Norristown,Norristown,40.1225,-75.3398,United States,US,USA,Pennsylvania,,35782.0,1840003705
Inver Grove Heights,Inver Grove Heights,44.8247,-93.0596,United States,US,USA,Minnesota,,35772.0,1840007858
Marion,Marion,40.5973,-83.1227,United States,US,USA,Ohio,,35771.0,1840008332
Coventry,Coventry,41.6934,-71.6611,United States,US,USA,Rhode Island,,35757.0,1840066132
Franklin,Franklin,42.8854,-88.0104,United States,US,USA,Wisconsin,,35751.0,1840003043
Temple City,Temple City,34.1022,-118.0579,United States,US,USA,California,,35749.0,1840021872
Midvale,Midvale,40.6148,-111.8927,United States,US,USA,Utah,,35736.0,1840020158
Salisbury,Salisbury,35.6658,-80.4905,United States,US,USA,North Carolina,,35730.0,1840015384
Egypt Lake-Leto,Egypt Lake-Leto,28.0177,-82.5062,United States,US,USA,Florida,,35709.0,1840073269
Ewing,Ewing,40.265,-74.8006,United States,US,USA,New Jersey,,35708.0,1840081658
San Juan,San Juan,26.1903,-98.152,United States,US,USA,Texas,,35674.0,1840022256
Carrollwood,Carrollwood,28.0577,-82.5148,United States,US,USA,Florida,,35645.0,1840029026
Owings Mills,Owings Mills,39.4115,-76.7913,United States,US,USA,Maryland,,35626.0,1840005684
Fruit Cove,Fruit Cove,30.0972,-81.6175,United States,US,USA,Florida,,35609.0,1840013970
Monroe,Monroe,35.0063,-80.5596,United States,US,USA,North Carolina,,35596.0,1840014613
Richmond,Richmond,39.8318,-84.8905,United States,US,USA,Indiana,,35551.0,1840014176
Cookeville,Cookeville,36.1482,-85.5109,United States,US,USA,Tennessee,,35544.0,1840014470
Freehold,Freehold,40.2233,-74.2986,United States,US,USA,New Jersey,,35517.0,1840003687
Richmond,Richmond,37.7307,-84.2925,United States,US,USA,Kentucky,,35498.0,1840014341
Kendall West,Kendall West,25.7065,-80.4388,United States,US,USA,Florida,,35492.0,1840035805
Torrington,Torrington,41.8349,-73.1282,United States,US,USA,Connecticut,,35481.0,1840004770
Stockbridge,Stockbridge,33.5254,-84.2295,United States,US,USA,Georgia,,35475.0,1840015707
Springville,Springville,40.1638,-111.6205,United States,US,USA,Utah,,35474.0,1840021399
Fair Oaks,Fair Oaks,38.8653,-77.3586,United States,US,USA,Virginia,,35472.0,1840024568
Addison,Addison,41.9313,-88.0085,United States,US,USA,Illinois,,35470.0,1840010171
Oswego,Oswego,41.6834,-88.3372,United States,US,USA,Illinois,,35463.0,1840011508
Gahanna,Gahanna,40.0251,-82.8637,United States,US,USA,Ohio,,35438.0,1840008390
American Fork,American Fork,40.3783,-111.7953,United States,US,USA,Utah,,35312.0,1840018756
Brunswick,Brunswick,41.2465,-81.8198,United States,US,USA,Ohio,,35284.0,1840003485
Hinesville,Hinesville,31.8248,-81.6137,United States,US,USA,Georgia,,35282.0,1840014931
Watertown Town,Watertown Town,42.37,-71.1774,United States,US,USA,Massachusetts,,35270.0,1840031198
Calumet City,Calumet City,41.6134,-87.5505,United States,US,USA,Illinois,,35253.0,1840007023
Orangevale,Orangevale,38.6881,-121.2209,United States,US,USA,California,,35219.0,1840018842
Wildwood,Wildwood,38.58,-90.6698,United States,US,USA,Missouri,,35168.0,1840010746
Oakville,Oakville,38.4479,-90.3199,United States,US,USA,Missouri,,35166.0,1840006121
Chillum,Chillum,38.9666,-76.9791,United States,US,USA,Maryland,,35163.0,1840005948
Redmond,Redmond,44.2612,-121.181,United States,US,USA,Oregon,,35161.0,1840020003
Fair Lawn,Fair Lawn,40.9359,-74.1177,United States,US,USA,New Jersey,,35153.0,1840003548
Mason,Mason,39.3571,-84.3023,United States,US,USA,Ohio,,35148.0,1840008467
West Hollywood,West Hollywood,34.0883,-118.3719,United States,US,USA,California,,35090.0,1840028098
Graham,Graham,47.0322,-122.2827,United States,US,USA,Washington,,35090.0,1840017365
Golden Glades,Golden Glades,25.9129,-80.2013,United States,US,USA,Florida,,35042.0,1840029039
Sahuarita,Sahuarita,31.9323,-110.9654,United States,US,USA,Arizona,,35012.0,1840022102
Prairieville,Prairieville,30.3151,-90.9571,United States,US,USA,Louisiana,,35010.0,1840026029
Bethlehem,Bethlehem,42.5856,-73.8219,United States,US,USA,New York,,35002.0,1840087216
San Juan Capistrano,San Juan Capistrano,33.5008,-117.6544,United States,US,USA,California,,34998.0,1840021963
Pueblo West,Pueblo West,38.3465,-104.7246,United States,US,USA,Colorado,,34992.0,1840018860
Timberwood Park,Timberwood Park,29.6995,-98.4838,United States,US,USA,Texas,,34980.0,1840019651
Oildale,Oildale,35.4293,-119.0306,United States,US,USA,California,,34971.0,1840019137
Butte,Butte,45.902,-112.6571,United States,US,USA,Montana,,34929.0,1840032850
University Place,University Place,47.2147,-122.5461,United States,US,USA,Washington,,34850.0,1840021130
Long Beach,Long Beach,40.5887,-73.666,United States,US,USA,New York,,34741.0,1840000988
Merritt Island,Merritt Island,28.3139,-80.6708,United States,US,USA,Florida,,34718.0,1840014076
Randolph,Randolph,42.1778,-71.0539,United States,US,USA,Massachusetts,,34683.0,1840004675
University City,University City,38.6657,-90.3315,United States,US,USA,Missouri,,34655.0,1840010739
Northbrook,Northbrook,42.1292,-87.8352,United States,US,USA,Illinois,,34642.0,1840011304
Del Rio,Del Rio,29.3708,-100.8801,United States,US,USA,Texas,,34638.0,1840019607
Canton,Canton,34.2467,-84.4897,United States,US,USA,Georgia,,34587.0,1840014703
Manhattan Beach,Manhattan Beach,33.8894,-118.3967,United States,US,USA,California,,34584.0,1840020496
Prosper,Prosper,33.2394,-96.8087,United States,US,USA,Texas,,34567.0,1840022019
Manitowoc,Manitowoc,44.0991,-87.6812,United States,US,USA,Wisconsin,,34553.0,1840002213
Falls,Falls,40.1686,-74.7915,United States,US,USA,Pennsylvania,,34548.0,1840152152
Fairborn,Fairborn,39.801,-84.0094,United States,US,USA,Ohio,,34506.0,1840008440
McMinnville,McMinnville,45.211,-123.1918,United States,US,USA,Oregon,,34493.0,1840019956
Lewiston,Lewiston,46.3934,-116.9933,United States,US,USA,Idaho,,34471.0,1840019897
Meridian,Meridian,32.3846,-88.6896,United States,US,USA,Mississippi,,34466.0,1840014891
College Park,College Park,38.996,-76.9337,United States,US,USA,Maryland,,34397.0,1840005971
Valparaiso,Valparaiso,41.4783,-87.0506,United States,US,USA,Indiana,,34377.0,1840014674
